"projection_date","model_name","year","scenario_name","trajectory_id","country_iso3","age","gender","population","target","value"
"2024-03-01","ModelA",2036,"statusquo",23,"ABC","15-49","Total","General population","hiv_incidence",0.502398912183725
"2024-03-01","ModelA",2037,"statusquo",23,"ABC","15-49","Total","General population","hiv_incidence",0.456278793015859
"2024-03-01","ModelA",2038,"statusquo",23,"ABC","15-49","Total","General population","hiv_incidence",0.369055896991395
"2024-03-01","ModelA",2039,"statusquo",23,"ABC","15-49","Total","General population","hiv_incidence",0.321488994826278
"2024-03-01","ModelA",2040,"statusquo",23,"ABC","15-49","Total","General population","hiv_incidence",0.259157093179462
"2024-03-01","ModelA",2023,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",1.29622041152572
"2024-03-01","ModelA",2024,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",1.19573530003544
"2024-03-01","ModelA",2025,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",1.07119662426945
"2024-03-01","ModelA",2026,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",1.03035032613397
"2024-03-01","ModelA",2027,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.935578674096989
"2024-03-01","ModelA",2028,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.985061609129079
"2024-03-01","ModelA",2029,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.820029596924567
"2024-03-01","ModelA",2030,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.904253900225712
"2024-03-01","ModelA",2031,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.775441502438711
"2024-03-01","ModelA",2032,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.705002700508357
"2024-03-01","ModelA",2033,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.68998345799599
"2024-03-01","ModelA",2034,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.594114991715397
"2024-03-01","ModelA",2035,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.58382747966599
"2024-03-01","ModelA",2036,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.451700961069732
"2024-03-01","ModelA",2037,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.443645221051981
"2024-03-01","ModelA",2038,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.393669608048861
"2024-03-01","ModelA",2039,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.341229680457914
"2024-03-01","ModelA",2040,"statusquo",24,"ABC","15-49","Total","General population","hiv_incidence",0.268060934770288
"2024-03-01","ModelA",2023,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",1.31129981099947
"2024-03-01","ModelA",2024,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",1.13660706134674
"2024-03-01","ModelA",2025,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",1.18849965530435
"2024-03-01","ModelA",2026,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",1.12657058139146
"2024-03-01","ModelA",2027,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.932027202566693
"2024-03-01","ModelA",2028,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.913170868542113
"2024-03-01","ModelA",2029,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.870539362650905
"2024-03-01","ModelA",2030,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.837684233263918
"2024-03-01","ModelA",2031,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.755416992855622
"2024-03-01","ModelA",2032,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.776869575031214
"2024-03-01","ModelA",2033,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.654651190199528
"2024-03-01","ModelA",2034,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.589524928806428
"2024-03-01","ModelA",2035,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.559349764402826
"2024-03-01","ModelA",2036,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.475580445330898
"2024-03-01","ModelA",2037,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.400349397473166
"2024-03-01","ModelA",2038,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.358031606936525
"2024-03-01","ModelA",2039,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.311735843422608
"2024-03-01","ModelA",2040,"statusquo",25,"ABC","15-49","Total","General population","hiv_incidence",0.244882243400346
"2024-03-01","ModelA",2023,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",1.17954157794324
"2024-03-01","ModelA",2024,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",1.24433178468629
"2024-03-01","ModelA",2025,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",1.08385736452382
"2024-03-01","ModelA",2026,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.951929403349309
"2024-03-01","ModelA",2027,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",1.05358799408036
"2024-03-01","ModelA",2028,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",1.00190222479251
"2024-03-01","ModelA",2029,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.918108200386403
"2024-03-01","ModelA",2030,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.869136216414305
"2024-03-01","ModelA",2031,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.732275813101493
"2024-03-01","ModelA",2032,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.764943249710233
"2024-03-01","ModelA",2033,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.683393973606785
"2024-03-01","ModelA",2034,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.622096931847312
"2024-03-01","ModelA",2035,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.558746720635908
"2024-03-01","ModelA",2036,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.513931112889279
"2024-03-01","ModelA",2037,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.392965234776712
"2024-03-01","ModelA",2038,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.366853064604356
"2024-03-01","ModelA",2039,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.310938608781543
"2024-03-01","ModelA",2040,"statusquo",26,"ABC","15-49","Total","General population","hiv_incidence",0.266216560417656
"2024-03-01","ModelA",2023,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",1.3656728869664
"2024-03-01","ModelA",2024,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",1.15626277716438
"2024-03-01","ModelA",2025,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",1.17615499525913
"2024-03-01","ModelA",2026,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",1.06234446459777
"2024-03-01","ModelA",2027,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.998709748331562
"2024-03-01","ModelA",2028,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.953924007797013
"2024-03-01","ModelA",2029,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.887393388230998
"2024-03-01","ModelA",2030,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.836680067706765
"2024-03-01","ModelA",2031,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.777041429873306
"2024-03-01","ModelA",2032,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.694064400069829
"2024-03-01","ModelA",2033,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.643832868523365
"2024-03-01","ModelA",2034,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.622798421504757
"2024-03-01","ModelA",2035,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.552442607046716
"2024-03-01","ModelA",2036,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.47071964140256
"2024-03-01","ModelA",2037,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.411661235238365
"2024-03-01","ModelA",2038,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.378411026640039
"2024-03-01","ModelA",2039,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.295064441423672
"2024-03-01","ModelA",2040,"statusquo",27,"ABC","15-49","Total","General population","hiv_incidence",0.254349460529449
"2024-03-01","ModelA",2023,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",1.23547113819948
"2024-03-01","ModelA",2024,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",1.20517327188162
"2024-03-01","ModelA",2025,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",1.10453169468843
"2024-03-01","ModelA",2026,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",1.12712140767412
"2024-03-01","ModelA",2027,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",1.01368037630053
"2024-03-01","ModelA",2028,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.949491505354404
"2024-03-01","ModelA",2029,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.914385656196359
"2024-03-01","ModelA",2030,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.829645619932004
"2024-03-01","ModelA",2031,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.746229890459781
"2024-03-01","ModelA",2032,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.725799968967949
"2024-03-01","ModelA",2033,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.642029816990363
"2024-03-01","ModelA",2034,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.63148315359408
"2024-03-01","ModelA",2035,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.502744716050637
"2024-03-01","ModelA",2036,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.498754420968604
"2024-03-01","ModelA",2037,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.443001714231791
"2024-03-01","ModelA",2038,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.354206107199155
"2024-03-01","ModelA",2039,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.321161610304923
"2024-03-01","ModelA",2040,"statusquo",28,"ABC","15-49","Total","General population","hiv_incidence",0.250198358012822
"2024-03-01","ModelA",2023,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",1.38959428026571
"2024-03-01","ModelA",2024,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",1.14185982820565
"2024-03-01","ModelA",2025,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",1.01401968664777
"2024-03-01","ModelA",2026,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",1.16832351875101
"2024-03-01","ModelA",2027,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",1.01057646720952
"2024-03-01","ModelA",2028,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.904484966377579
"2024-03-01","ModelA",2029,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.900302184765463
"2024-03-01","ModelA",2030,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.856897147620172
"2024-03-01","ModelA",2031,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.742960965003683
"2024-03-01","ModelA",2032,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.752617546704943
"2024-03-01","ModelA",2033,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.643087359123087
"2024-03-01","ModelA",2034,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.577473517176204
"2024-03-01","ModelA",2035,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.525785178383233
"2024-03-01","ModelA",2036,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.475982243010178
"2024-03-01","ModelA",2037,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.421560348462733
"2024-03-01","ModelA",2038,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.32864505376375
"2024-03-01","ModelA",2039,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.296369355548358
"2024-03-01","ModelA",2040,"statusquo",29,"ABC","15-49","Total","General population","hiv_incidence",0.244338853136764
"2024-03-01","ModelA",2023,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",1.20214959193201
"2024-03-01","ModelA",2024,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",1.07430796904765
"2024-03-01","ModelA",2025,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",1.11151059443473
"2024-03-01","ModelA",2026,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",1.16397424995013
"2024-03-01","ModelA",2027,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.956993397731304
"2024-03-01","ModelA",2028,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.993509292975215
"2024-03-01","ModelA",2029,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.929847456850096
"2024-03-01","ModelA",2030,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.852171667687386
"2024-03-01","ModelA",2031,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.746101561330173
"2024-03-01","ModelA",2032,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.678782936525186
"2024-03-01","ModelA",2033,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.653570318518743
"2024-03-01","ModelA",2034,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.621934107838881
"2024-03-01","ModelA",2035,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.550349139144999
"2024-03-01","ModelA",2036,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.534499061778453
"2024-03-01","ModelA",2037,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.423327119145252
"2024-03-01","ModelA",2038,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.352196850042251
"2024-03-01","ModelA",2039,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.280520330302797
"2024-03-01","ModelA",2040,"statusquo",30,"ABC","15-49","Total","General population","hiv_incidence",0.25204757500015
"2024-03-01","ModelA",2023,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",1.17987533722819
"2024-03-01","ModelA",2024,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",1.16220882239445
"2024-03-01","ModelA",2025,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",1.15102998059865
"2024-03-01","ModelA",2026,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",1.01570268059186
"2024-03-01","ModelA",2027,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.994719817623022
"2024-03-01","ModelA",2028,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",1.03118371070858
"2024-03-01","ModelA",2029,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.927518716300129
"2024-03-01","ModelA",2030,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.809651175041299
"2024-03-01","ModelA",2031,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.764653833528844
"2024-03-01","ModelA",2032,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.721802341100828
"2024-03-01","ModelA",2033,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.685605445831671
"2024-03-01","ModelA",2034,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.615162812743572
"2024-03-01","ModelA",2035,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.55598129868218
"2024-03-01","ModelA",2036,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.480270540054782
"2024-03-01","ModelA",2037,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.421918487287901
"2024-03-01","ModelA",2038,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.372076996061521
"2024-03-01","ModelA",2039,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.282586829797945
"2024-03-01","ModelA",2040,"statusquo",31,"ABC","15-49","Total","General population","hiv_incidence",0.269100357876551
"2024-03-01","ModelA",2023,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",1.23138101561092
"2024-03-01","ModelA",2024,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",1.22198776304458
"2024-03-01","ModelA",2025,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",1.20835981461739
"2024-03-01","ModelA",2026,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",1.17894537572892
"2024-03-01","ModelA",2027,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.982590875787053
"2024-03-01","ModelA",2028,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.950977755029028
"2024-03-01","ModelA",2029,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.822171214043586
"2024-03-01","ModelA",2030,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.8490439417913
"2024-03-01","ModelA",2031,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.776175165426842
"2024-03-01","ModelA",2032,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.739459029931025
"2024-03-01","ModelA",2033,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.667469641351621
"2024-03-01","ModelA",2034,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.547050605261837
"2024-03-01","ModelA",2035,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.516948750875167
"2024-03-01","ModelA",2036,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.462154549070323
"2024-03-01","ModelA",2037,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.443760081586668
"2024-03-01","ModelA",2038,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.340565672637812
"2024-03-01","ModelA",2039,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.321551187292016
"2024-03-01","ModelA",2040,"statusquo",32,"ABC","15-49","Total","General population","hiv_incidence",0.269164922889019
"2024-03-01","ModelA",2023,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",1.21451240763665
"2024-03-01","ModelA",2024,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",1.18101385692268
"2024-03-01","ModelA",2025,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",1.19700098624826
"2024-03-01","ModelA",2026,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.99627429788409
"2024-03-01","ModelA",2027,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.952731442961542
"2024-03-01","ModelA",2028,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.995651258253646
"2024-03-01","ModelA",2029,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.813768736006957
"2024-03-01","ModelA",2030,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.800690166269437
"2024-03-01","ModelA",2031,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.810226993960283
"2024-03-01","ModelA",2032,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.7268449617026
"2024-03-01","ModelA",2033,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.666319790678573
"2024-03-01","ModelA",2034,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.573642888439183
"2024-03-01","ModelA",2035,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.593385845365215
"2024-03-01","ModelA",2036,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.521403967992055
"2024-03-01","ModelA",2037,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.426722733945182
"2024-03-01","ModelA",2038,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.344971547694074
"2024-03-01","ModelA",2039,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.28781330363279
"2024-03-01","ModelA",2040,"statusquo",33,"ABC","15-49","Total","General population","hiv_incidence",0.256038773327275
"2024-03-01","ModelA",2023,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",1.23271648403097
"2024-03-01","ModelA",2024,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",1.1724121529245
"2024-03-01","ModelA",2025,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",1.11331888209829
"2024-03-01","ModelA",2026,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",1.15337263590534
"2024-03-01","ModelA",2027,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",1.04073581505923
"2024-03-01","ModelA",2028,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.941185792748452
"2024-03-01","ModelA",2029,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.78121791663312
"2024-03-01","ModelA",2030,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.89224851811479
"2024-03-01","ModelA",2031,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.802940658811035
"2024-03-01","ModelA",2032,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.72527931308864
"2024-03-01","ModelA",2033,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.668918599375918
"2024-03-01","ModelA",2034,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.577714480403023
"2024-03-01","ModelA",2035,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.54106471822685
"2024-03-01","ModelA",2036,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.434420344094555
"2024-03-01","ModelA",2037,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.424623573669931
"2024-03-01","ModelA",2038,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.358552867074969
"2024-03-01","ModelA",2039,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.289655073563189
"2024-03-01","ModelA",2040,"statusquo",34,"ABC","15-49","Total","General population","hiv_incidence",0.264941219545216
"2024-03-01","ModelA",2023,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.2092391907029
"2024-03-01","ModelA",2024,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.28611121390558
"2024-03-01","ModelA",2025,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.15947373970137
"2024-03-01","ModelA",2026,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.02708691411655
"2024-03-01","ModelA",2027,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.05949773395553
"2024-03-01","ModelA",2028,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",1.06440645990154
"2024-03-01","ModelA",2029,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.899301021075997
"2024-03-01","ModelA",2030,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.844220033901183
"2024-03-01","ModelA",2031,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.811201624057821
"2024-03-01","ModelA",2032,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.681905434962171
"2024-03-01","ModelA",2033,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.650492523105661
"2024-03-01","ModelA",2034,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.580665784747232
"2024-03-01","ModelA",2035,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.538707450996985
"2024-03-01","ModelA",2036,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.506668625940794
"2024-03-01","ModelA",2037,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.420481294930201
"2024-03-01","ModelA",2038,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.346441062830014
"2024-03-01","ModelA",2039,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.306367678586133
"2024-03-01","ModelA",2040,"statusquo",35,"ABC","15-49","Total","General population","hiv_incidence",0.248004442613298
"2024-03-01","ModelA",2023,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",1.16388095991962
"2024-03-01","ModelA",2024,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",1.13139499569968
"2024-03-01","ModelA",2025,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",1.03690318652639
"2024-03-01","ModelA",2026,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",1.05573590785616
"2024-03-01","ModelA",2027,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.97378962166498
"2024-03-01","ModelA",2028,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",1.01477173629416
"2024-03-01","ModelA",2029,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.847430656533669
"2024-03-01","ModelA",2030,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.867485883643723
"2024-03-01","ModelA",2031,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.786565250951716
"2024-03-01","ModelA",2032,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.771280447142007
"2024-03-01","ModelA",2033,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.635851510232406
"2024-03-01","ModelA",2034,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.587785190025895
"2024-03-01","ModelA",2035,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.563161177538286
"2024-03-01","ModelA",2036,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.503759221225494
"2024-03-01","ModelA",2037,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.430575332310216
"2024-03-01","ModelA",2038,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.343733604042183
"2024-03-01","ModelA",2039,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.294319616363416
"2024-03-01","ModelA",2040,"statusquo",36,"ABC","15-49","Total","General population","hiv_incidence",0.275098570756131
"2024-03-01","ModelA",2023,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",1.21923893697663
"2024-03-01","ModelA",2024,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",1.0695537449879
"2024-03-01","ModelA",2025,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",1.18807306467495
"2024-03-01","ModelA",2026,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",1.0287019570424
"2024-03-01","ModelA",2027,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.993890384326607
"2024-03-01","ModelA",2028,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.942660391601547
"2024-03-01","ModelA",2029,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.921893140065915
"2024-03-01","ModelA",2030,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.883794863875633
"2024-03-01","ModelA",2031,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.754019634725116
"2024-03-01","ModelA",2032,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.709235717261515
"2024-03-01","ModelA",2033,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.65557899894023
"2024-03-01","ModelA",2034,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.603751250533199
"2024-03-01","ModelA",2035,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.560158770189053
"2024-03-01","ModelA",2036,"statusquo",37,"ABC","15-49","Total","General population","hiv_incidence",0.471387155442972
